City/Town,Ward,Pct,"Elizabeth Ann Warren","John Deaton","All Others",Blanks,"Total Votes Cast"
Rockland,-,3,680,662,4,28,"1,374"
Rockland,-,4,652,754,3,30,"1,439"
Rockland,-,5,667,920,8,36,"1,631"
Rockland,-,6,764,927,6,36,"1,733"
Rockport,-,1,872,402,0,22,"1,296"
Rockport,-,2,"1,193",554,5,36,"1,788"
Rockport,-,3,"1,422",682,5,39,"2,148"
Rowe,-,1,135,123,0,7,265
Rowley,-,1,"1,841","2,194",5,80,"4,120"
Royalston,-,1,360,434,1,19,814
Russell,-,1,328,565,18,0,911
Rutland,-,1,846,"1,189",2,36,"2,073"
Rutland,-,2,740,"1,029",3,25,"1,797"
Rutland,-,3,977,"1,074",3,45,"2,099"
Salem,1,1,"1,430",501,5,50,"1,986"
Salem,1,2,682,164,1,49,896
Salem,2,1,"1,461",400,0,46,"1,907"
Salem,2,2,"1,635",385,0,53,"2,073"
Salem,3,1,"1,063",428,4,53,"1,548"
Salem,3,2,"1,044",571,0,44,"1,659"
Salem,4,1,941,577,1,45,"1,564"
Salem,4,2,"1,039",711,4,55,"1,809"
Salem,5,1,"1,339",427,0,41,"1,807"
Salem,5,2,"1,143",336,2,38,"1,519"
Salem,6,1,"1,163",473,1,34,"1,671"
Salem,6,2,"1,342",517,0,38,"1,897"
Salem,7,1,917,361,0,34,"1,312"
Salem,7,2,"1,182",536,0,38,"1,756"
Salisbury,-,1,955,883,0,70,"1,908"
Salisbury,-,2,818,962,1,46,"1,827"
Salisbury,-,3,708,"1,060",3,51,"1,822"
Sandisfield,-,1,278,207,0,22,507
Sandwich,-,1,"1,337","1,108",5,66,"2,516"
Sandwich,-,2,"1,232","1,099",0,42,"2,373"
Sandwich,-,3,"1,089","1,135",3,32,"2,259"
Sandwich,-,4,"1,047","1,242",2,46,"2,337"
Sandwich,-,5,972,"1,112",5,52,"2,141"
Sandwich,-,6,931,"1,167",2,44,"2,144"
Saugus,-,1,642,713,1,49,"1,405"
Saugus,-,2,677,688,2,41,"1,408"
Saugus,-,3,654,772,1,57,"1,484"
Saugus,-,4,681,814,0,69,"1,564"
Saugus,-,5,666,965,1,76,"1,708"
Saugus,-,6,667,738,0,63,"1,468"
Saugus,-,7,612,926,1,70,"1,609"
Saugus,-,8,681,761,0,75,"1,517"
Saugus,-,9,698,910,1,73,"1,682"
Saugus,-,10,578,695,0,56,"1,329"
Savoy,-,1,207,210,0,20,437
Scituate,-,1,"1,143","1,053",2,55,"2,253"
Scituate,-,2,"1,224",989,3,40,"2,256"
Scituate,-,3,"1,160",992,2,39,"2,193"
Scituate,-,4,"1,204","1,106",1,57,"2,368"
Scituate,-,5,"1,243",837,1,58,"2,139"
Scituate,-,6,"1,273","1,041",0,52,"2,366"
Seekonk,-,1,"1,011","1,178",3,48,"2,240"
Seekonk,-,2,"1,238","1,270",4,57,"2,569"
Seekonk,-,3,"1,028","1,088",1,49,"2,166"
Seekonk,-,4,998,"1,139",2,57,"2,196"
Sharon,-,1,"1,405",704,11,77,"2,197"
Sharon,-,2,"1,344",654,1,97,"2,096"
Sharon,-,3,"1,438",731,3,71,"2,243"
Sharon,-,4,"1,444",649,4,83,"2,180"
Sharon,-,5,"1,405",686,2,97,"2,190"
Sheffield,-,1,"1,377",608,0,54,"2,039"
Shelburne,-,1,899,309,1,27,"1,236"
Sherborn,-,1,"1,829",911,4,62,"2,806"
Shirley,-,1,"1,917","1,696",7,84,"3,704"
Shrewsbury,-,1,"1,235","1,033",4,65,"2,337"
Shrewsbury,-,2,"1,114",812,0,57,"1,983"
Shrewsbury,-,3,842,695,0,59,"1,596"
Shrewsbury,-,4,"1,206",950,1,46,"2,203"
Shrewsbury,-,5,"1,139",694,3,45,"1,881"
Shrewsbury,-,6,"1,181",823,3,48,"2,055"
Shrewsbury,-,7,"1,299",927,5,48,"2,279"
Shrewsbury,-,8,"1,332","1,078",1,69,"2,480"
Shrewsbury,-,9,918,542,5,23,"1,488"
Shrewsbury,-,10,"1,124",773,2,47,"1,946"
Shutesbury,-,1,"1,045",195,1,23,"1,264"
Somerset,-,1,"1,076","1,182",0,72,"2,330"
Somerset,-,2,"1,024","1,219",0,55,"2,298"
Somerset,-,3,"1,095","1,110",0,52,"2,257"
Somerset,-,4,962,"1,093",1,54,"2,110"
Somerset,-,5,925,"1,147",2,62,"2,136"
Somerville,1,1,999,226,2,41,"1,268"
Somerville,1,2,784,209,2,37,"1,032"
Somerville,1,3,995,261,1,33,"1,290"
Somerville,1,4,581,121,4,14,720
Somerville,1,4A,295,77,1,5,378
Somerville,2,1,798,101,5,29,933
Somerville,2,1A,501,47,2,13,563
Somerville,2,2,"1,246",155,15,33,"1,449"
Somerville,2,3,"1,289",134,8,28,"1,459"
Somerville,2,4,"1,360",133,10,25,"1,528"
Somerville,3,1,"1,354",173,14,37,"1,578"
Somerville,3,2,"1,197",229,10,34,"1,470"
Somerville,3,3,"1,386",183,9,37,"1,615"
Somerville,3,4,"1,368",155,7,33,"1,563"
Somerville,4,1,878,304,4,38,"1,224"
Somerville,4,2,740,125,6,26,897
Somerville,4,2A,299,51,2,8,360
Somerville,4,3,"1,236",213,9,43,"1,501"
Somerville,4,4,789,180,2,30,"1,001"
Somerville,5,1,"1,305",234,15,29,"1,583"
Somerville,5,2,"1,391",182,7,37,"1,617"
Somerville,5,3,"1,353",203,4,39,"1,599"
Somerville,5,4,"1,532",147,14,39,"1,732"
Somerville,6,1,"1,587",163,5,42,"1,797"
Somerville,6,2,"1,648",173,11,40,"1,872"
Somerville,6,3,233,34,2,8,277
Somerville,6,3A,208,46,0,10,264
Somerville,6,4,"1,535",172,8,36,"1,751"
Somerville,7,1,"1,586",150,8,20,"1,764"
Somerville,7,2,"1,097",166,10,27,"1,300"
Somerville,7,3,933,247,7,29,"1,216"
Somerville,7,4,"1,151",178,4,30,"1,363"
"S. Hadley",-,A,"1,172",725,0,38,"1,935"
"S. Hadley",-,B,"1,372",770,2,56,"2,200"
"S. Hadley",-,C,"1,320",938,3,55,"2,316"
"S. Hadley",-,D,872,401,0,21,"1,294"
"S. Hadley",-,E,"1,294",908,3,53,"2,258"
Southampton,-,1,"1,003",959,2,41,"2,005"
Southampton,-,2,986,"1,050",3,44,"2,083"
Southborough,-,1,"1,286",760,4,59,"2,109"
Southborough,-,2,"1,220",792,5,32,"2,049"
Southborough,-,3,"1,237",808,1,42,"2,088"
Southbridge,-,1,746,633,1,44,"1,424"
Southbridge,-,2,549,521,0,44,"1,114"
Southbridge,-,3,685,782,2,38,"1,507"
Southbridge,-,4,988,971,5,45,"2,009"
Southbridge,-,5,571,411,2,36,"1,020"
Southwick,-,1,770,"1,438",2,40,"2,250"
Southwick,-,2,621,"1,016",3,38,"1,678"
Southwick,-,3,753,"1,173",2,26,"1,954"
Spencer,-,1,670,877,3,40,"1,590"
Spencer,-,2,601,780,4,30,"1,415"
Spencer,-,3,620,"1,077",0,33,"1,730"
Spencer,-,4,727,945,2,42,"1,716"
Springfield,1,A,334,104,1,86,525
Springfield,1,B,425,136,1,51,613
Springfield,1,C,288,81,2,28,399
Springfield,1,C1,48,13,0,1,62
Springfield,1,D,294,68,2,24,388
Springfield,1,D1,69,17,0,5,91
Springfield,1,E,386,119,1,43,549
Springfield,1,F,378,105,2,60,545
Springfield,1,G,303,85,0,18,406
Springfield,1,H,622,155,5,30,812
Springfield,2,A,453,183,1,22,659
Springfield,2,B,646,335,0,34,"1,015"
Springfield,2,C,457,194,3,28,682
Springfield,2,D,643,258,6,36,943
Springfield,2,E,567,280,3,36,886
Springfield,2,F,598,257,4,36,895
Springfield,2,G,624,360,2,34,"1,020"
Springfield,2,H,654,312,2,21,989
Springfield,3,A,318,80,2,22,422
Springfield,3,B,332,98,3,37,470
Springfield,3,C,301,103,1,24,429
Springfield,3,D,423,112,4,34,573
Springfield,3,E,261,54,0,9,324
Springfield,3,F,325,118,3,29,475
Springfield,3,G,282,85,3,19,389
Springfield,3,H,360,134,6,14,514
Springfield,4,A,710,128,3,40,881
Springfield,4,B,439,102,3,25,569
Springfield,4,C,457,79,4,17,557
Springfield,4,D,451,77,2,33,563
Springfield,4,E,419,82,1,26,528
Springfield,4,F,132,21,0,8,161
Springfield,4,G,509,105,3,32,649
Springfield,4,H,521,80,0,24,625
Springfield,5,A,627,136,0,33,796
Springfield,5,B,740,238,3,22,"1,003"
Springfield,5,C,532,291,2,31,856
Springfield,5,C1,7,8,0,2,17
Springfield,5,D,735,462,4,30,"1,231"
Springfield,5,E,866,226,8,41,"1,141"
Springfield,5,F,760,288,3,36,"1,087"
Springfield,5,G,750,487,2,28,"1,267"
Springfield,5,H,621,360,5,28,"1,014"
Springfield,6,A,445,160,1,23,629
Springfield,6,B,697,215,2,27,941
Springfield,6,C,526,295,4,33,858
Springfield,6,D,720,457,4,54,"1,235"
Springfield,6,D1,31,12,0,1,44
Springfield,6,E,429,168,0,26,623
Springfield,6,F,535,146,1,27,709
Springfield,6,G,539,239,4,26,808
Springfield,6,H,706,378,0,36,"1,120"
Springfield,7,A,768,382,2,41,"1,193"
Springfield,7,A1,44,7,0,5,56
Springfield,7,B,800,471,2,63,"1,336"
Springfield,7,B1,27,15,0,0,42
Springfield,7,C,778,535,2,35,"1,350"
Springfield,7,D,649,480,8,35,"1,172"
Springfield,7,E,538,234,1,32,805
Springfield,7,F,852,496,2,41,"1,391"
Springfield,7,G,782,610,2,29,"1,423"
Springfield,7,H,361,217,1,14,593
Springfield,7,H1,61,52,0,2,115
Springfield,8,A,582,351,2,21,956
Springfield,8,B,609,273,0,33,915
Springfield,8,B1,21,35,0,4,60
Springfield,8,C,659,253,3,32,947
Springfield,8,D,451,186,0,18,655
Springfield,8,E,407,216,0,21,644
Springfield,8,F,612,314,5,25,956
Springfield,8,G,556,289,4,27,876
Springfield,8,G1,12,14,0,3,29
Springfield,8,H,590,236,1,42,869
Sterling,-,1,"1,242","1,419",1,76,"2,738"
Sterling,-,2,"1,294","1,473",7,76,"2,850"
Stockbridge,-,1,"1,053",228,2,36,"1,319"
Stoneham,-,1,"1,007",742,0,76,"1,825"
Stoneham,-,2,"1,133",758,1,54,"1,946"
Stoneham,-,3,"1,067",951,0,93,"2,111"
Stoneham,-,4,946,806,0,78,"1,830"
Stoneham,-,5,"1,029",936,0,92,"2,057"
Stoneham,-,6,"1,190",883,0,86,"2,159"
Stoneham,-,7,936,752,2,67,"1,757"
Stoughton,-,1,"1,112",625,3,49,"1,789"
Stoughton,-,2,936,623,3,67,"1,629"
Stoughton,-,2A,146,75,0,8,229
Stoughton,-,3,"1,229",761,4,79,"2,073"
Stoughton,-,4,"1,159",942,0,66,"2,167"
Stoughton,-,4A,108,65,1,7,181
Stoughton,-,5,809,611,3,62,"1,485"
Stoughton,-,5A,70,56,0,9,135
Stoughton,-,6,"1,184",707,1,61,"1,953"
Stoughton,-,7,"1,042",648,5,41,"1,736"
Stoughton,-,7A,65,34,0,2,101
Stoughton,-,8,781,470,1,53,"1,305"
Stoughton,-,8A,46,39,1,2,88
Stow,-,1,"1,614",815,3,49,"2,481"
Stow,-,2,"1,628",651,2,44,"2,325"
Sturbridge,-,1,993,"1,011",1,32,"2,037"
Sturbridge,-,2,994,"1,051",3,36,"2,084"
Sturbridge,-,3,911,979,4,31,"1,925"
Sudbury,-,1,"1,370",679,7,49,"2,105"
Sudbury,-,2,"1,395",549,5,42,"1,991"
Sudbury,-,3,"1,200",558,1,40,"1,799"
Sudbury,-,4,"1,451",615,7,49,"2,122"
Sudbury,-,5,"1,226",641,4,55,"1,926"
Sudbury,-,6,"1,332",608,9,51,"2,000"
Sunderland,-,1,"1,393",461,4,37,"1,895"
Sutton,-,1,862,"1,235",1,51,"2,149"
Sutton,-,2,814,"1,249",1,49,"2,113"
Sutton,-,3,895,"1,154",0,56,"2,105"
Swampscott,-,1,882,558,4,42,"1,486"
Swampscott,-,2,810,558,4,41,"1,413"
Swampscott,-,3,"1,050",415,3,27,"1,495"
Swampscott,-,4,"1,063",529,4,41,"1,637"
Swampscott,-,5,"1,005",609,2,42,"1,658"
Swampscott,-,6,955,556,4,61,"1,576"
Swansea,-,1,710,"1,267",4,55,"2,036"
Swansea,-,2,924,"1,033",2,52,"2,011"
Swansea,-,3,896,"1,126",1,52,"2,075"
Swansea,-,4,833,"1,204",2,47,"2,086"
Swansea,-,5,814,"1,300",3,63,"2,180"
Taunton,1,A,843,621,0,61,"1,525"
Taunton,1,A1,51,24,0,7,82
Taunton,1,B,874,"1,063",2,88,"2,027"
Taunton,2,A,572,378,1,43,994
Taunton,2,B,747,550,1,63,"1,361"
Taunton,3,A,763,663,3,57,"1,486"
Taunton,3,B,934,926,4,98,"1,962"
Taunton,4,A,779,"1,009",2,84,"1,874"
Taunton,4,B,879,877,1,78,"1,835"
Taunton,4,B1,15,20,0,2,37
Taunton,5,A,712,586,0,61,"1,359"
Taunton,5,B,745,528,1,56,"1,330"
Taunton,6,A,679,546,1,71,"1,297"
Taunton,6,B,846,716,2,74,"1,638"
Taunton,7,A,897,924,1,83,"1,905"
Taunton,7,B,918,"1,243",1,85,"2,247"
Taunton,8,A,"1,086","1,038",3,81,"2,208"
Taunton,8,B,"1,008","1,033",2,87,"2,130"
Templeton,-,A,674,"1,051",2,36,"1,763"
Templeton,-,B,558,916,3,30,"1,507"
Templeton,-,C,555,785,0,29,"1,369"
Tewksbury,-,1,939,"1,041",5,59,"2,044"
Tewksbury,-,2,"1,130","1,274",3,51,"2,458"
Tewksbury,-,3,"1,031","1,220",6,60,"2,317"
Tewksbury,-,4,"1,026","1,120",4,64,"2,214"
Tewksbury,-,5,971,"1,100",3,57,"2,131"
Tewksbury,-,5A,194,139,2,8,343
Tewksbury,-,6,966,"1,264",9,64,"2,303"
Tewksbury,-,7,"1,185","1,327",6,73,"2,591"
Tewksbury,-,8,"1,078","1,226",5,51,"2,360"
Tisbury,-,1,"1,997",646,2,55,"2,700"
Tolland,-,1,132,194,0,5,331
Topsfield,-,1,"1,143","1,070",1,48,"2,262"
Topsfield,-,2,"1,058",946,1,61,"2,066"
Townsend,-,1,743,"1,091",0,36,"1,870"
Townsend,-,2,770,"1,042",0,53,"1,865"
Townsend,-,3,802,"1,017",0,36,"1,855"
Truro,-,1,"1,378",440,0,22,"1,840"
Tyngsborough,-,1,869,953,0,64,"1,886"
Tyngsborough,-,2,882,894,0,62,"1,838"
Tyngsborough,-,3,870,813,0,65,"1,748"
Tyngsborough,-,4,997,"1,063",0,60,"2,120"
Tyringham,-,1,211,101,0,14,326
Upton,-,1,"1,036",782,2,50,"1,870"
Upton,-,2,958,922,2,39,"1,921"
Upton,-,3,828,819,2,39,"1,688"
Uxbridge,-,1,923,"1,327",0,38,"2,288"
Uxbridge,-,1A,68,55,0,1,124
Uxbridge,-,2,879,"1,042",2,38,"1,961"
Uxbridge,-,3,921,"1,328",5,46,"2,300"
Uxbridge,-,4,"1,028","1,287",2,48,"2,365"
Wakefield,-,1,"1,066","1,115",2,81,"2,264"
Wakefield,-,2,"1,209",925,2,86,"2,222"
Wakefield,-,3,"1,266","1,057",4,83,"2,410"
Wakefield,-,4,"1,326",951,6,82,"2,365"
Wakefield,-,5,"1,367","1,018",5,78,"2,468"
Wakefield,-,6,"1,392",927,6,69,"2,394"
Wakefield,-,7,"1,206","1,069",6,74,"2,355"
Wales,-,1,408,721,0,13,"1,142"
Walpole,-,1,"1,025",800,1,40,"1,866"
Walpole,-,2,954,"1,104",2,51,"2,111"
Walpole,-,2A,14,24,0,2,40
Walpole,-,3,"1,220","1,126",3,60,"2,409"
Walpole,-,4,844,764,1,35,"1,644"
Walpole,-,5,757,891,1,37,"1,686"
Walpole,-,5A,22,24,0,1,47
Walpole,-,6,"1,084",947,1,44,"2,076"
Walpole,-,7,956,"1,051",2,47,"2,056"
Walpole,-,8,940,"1,065",2,60,"2,067"
Waltham,1,1,"1,315",691,0,43,"2,049"
Waltham,1,2,"1,118",802,0,68,"1,988"
Waltham,1,2A,6,10,0,0,16
Waltham,2,1,"1,241",634,0,51,"1,926"
Waltham,2,2,998,362,0,28,"1,388"
Waltham,3,1,"1,055",954,0,78,"2,087"
Waltham,3,2,"1,196",690,0,59,"1,945"
Waltham,3,2A,19,17,0,0,36
Waltham,4,1,"1,184",753,0,70,"2,007"
Waltham,4,1A,25,8,0,0,33
Waltham,4,2,232,121,0,11,364
Waltham,5,1,960,519,0,53,"1,532"
Waltham,5,2,709,239,0,34,982
Waltham,5,2A,135,29,0,6,170
Waltham,6,1,"1,079",390,0,38,"1,507"
Waltham,6,2,678,247,0,38,963
Waltham,6,2A,132,63,0,15,210
Waltham,7,1,"1,181",564,0,53,"1,798"
Waltham,7,2,462,132,0,20,614
Waltham,8,1,"1,082",335,0,49,"1,466"
Waltham,8,2,"1,047",398,0,54,"1,499"
Waltham,8,2A,14,3,0,0,17
Waltham,9,1,947,278,0,47,"1,272"
Waltham,9,2,781,278,0,27,"1,086"
Ware,-,A,736,675,0,18,"1,429"
Ware,-,B,675,940,1,37,"1,653"
Ware,-,C,869,"1,139",0,39,"2,047"
Wareham,-,1,"1,025","1,045",0,51,"2,121"
Wareham,-,2,"1,135","1,120",0,77,"2,332"
Wareham,-,3,"1,140","1,038",0,54,"2,232"
Wareham,-,4,"1,018","1,112",0,49,"2,179"
Wareham,-,5,"1,039","1,269",0,46,"2,354"
Wareham,-,6,881,"1,080",0,50,"2,011"
Warren,-,A,789,"1,175",1,54,"2,019"
Warren,-,B,254,393,0,14,661
Warwick,-,1,308,186,0,17,511
Washington,-,1,217,133,0,10,360
Watertown,-,1,943,312,1,60,"1,316"
Watertown,-,2,"1,112",343,0,40,"1,495"
Watertown,-,3,"1,236",292,0,43,"1,571"
Watertown,-,4,"1,439",355,0,33,"1,827"
Watertown,-,5,991,273,0,36,"1,300"
Watertown,-,6,"1,060",256,0,33,"1,349"
Watertown,-,7,"1,260",426,1,53,"1,740"
Watertown,-,8,"1,186",368,2,44,"1,600"
Watertown,-,9,955,300,0,37,"1,292"
Watertown,-,10,"1,163",458,1,43,"1,665"
Watertown,-,11,"1,065",521,0,39,"1,625"
Watertown,-,12,986,465,0,57,"1,508"
Wayland,-,1,"1,713",652,7,48,"2,420"
Wayland,-,2,"1,485",566,8,59,"2,118"
Wayland,-,3,"1,430",540,4,59,"2,033"
Wayland,-,4,"1,597",684,4,78,"2,363"
Webster,-,1,406,512,3,15,936
Webster,-,1A,217,258,1,11,487
Webster,-,2,552,505,1,11,"1,069"
Webster,-,3,649,836,2,28,"1,515"
Webster,-,4,921,"1,434",1,39,"2,395"
Webster,-,5,787,977,1,46,"1,811"
Wellesley,-,A,"1,350",680,3,51,"2,084"
Wellesley,-,B,"1,534",703,5,67,"2,309"
Wellesley,-,C,"1,116","1,073",16,83,"2,288"
Wellesley,-,D,"1,483",644,1,67,"2,195"
Wellesley,-,E,"1,404",637,5,66,"2,112"
Wellesley,-,F,800,478,3,49,"1,330"
Wellesley,-,G,783,267,2,26,"1,078"
Wellesley,-,H,"1,320",737,6,71,"2,134"
Wellfleet,-,1,"1,824",632,6,55,"2,517"
Wendell,-,1,453,138,0,14,605
Wenham,-,1,533,397,1,16,947
Wenham,-,1A,989,654,1,37,"1,681"
"W. Boylston",-,1,"1,092",929,5,47,"2,073"
"W. Boylston",-,2,"1,310","1,236",7,57,"2,610"
"W. Bridgewater",-,1,945,"1,304",2,70,"2,321"
"W. Bridgewater",-,2,942,"1,292",1,77,"2,312"
"W. Brookfield",-,1,"1,038","1,272",2,50,"2,362"
"W. Newbury",-,1,"1,892","1,332",7,68,"3,299"
"W. Springfield",-,1,409,323,1,40,773
"W. Springfield",-,2,572,446,0,37,"1,055"
"W. Springfield",-,3,734,664,0,51,"1,449"
"W. Springfield",-,4,869,712,2,50,"1,633"
"W. Springfield",-,5,"1,003","1,143",2,68,"2,216"
"W. Springfield",-,6,923,"1,061",1,70,"2,055"
"W. Springfield",-,7,897,"1,139",8,74,"2,118"
"W. Springfield",-,8,831,717,2,32,"1,582"
"W. Stockbridge",-,1,729,186,2,24,941
"W. Tisbury",-,1,"1,711",451,2,41,"2,205"
Westborough,-,1,979,402,1,29,"1,411"
Westborough,-,2,884,452,1,25,"1,362"
Westborough,-,3,992,528,9,30,"1,559"
Westborough,-,4,965,495,2,26,"1,488"
Westborough,-,5,"1,452",782,4,35,"2,273"
Westborough,-,6,"1,506",822,6,36,"2,370"
Westfield,1,A,946,"1,142",1,53,"2,142"
Westfield,1,B,770,"1,079",0,34,"1,883"
Westfield,2,A,581,434,1,24,"1,040"
Westfield,2,A1,40,29,0,1,70
Westfield,2,B,751,650,0,42,"1,443"
Westfield,3,A,612,554,0,25,"1,191"
Westfield,3,B,853,857,0,48,"1,758"
Westfield,4,A,330,463,0,16,809
Westfield,4,B,941,"1,145",1,51,"2,138"
Westfield,5,A,920,"1,227",3,58,"2,208"
Westfield,5,B,853,"1,224",4,55,"2,136"
Westfield,6,A,756,"1,095",1,36,"1,888"
Westfield,6,B,657,805,1,45,"1,508"
Westfield,6,B1,25,52,0,5,82
Westford,-,1,"1,095",787,3,43,"1,928"
Westford,-,2,"1,190",785,5,29,"2,009"
Westford,-,3,"1,345",901,5,55,"2,306"
Westford,-,4,"1,236",729,8,48,"2,021"
Westford,-,5,"1,237",793,0,49,"2,079"
Westford,-,6,"1,290",917,5,58,"2,270"
Westford,-,7,"1,462",809,2,51,"2,324"
Westhampton,-,1,719,505,1,23,"1,248"
Westminster,-,1,768,"1,008",3,49,"1,828"
Westminster,-,2,573,796,2,31,"1,402"
Westminster,-,2A,197,273,0,12,482
Westminster,-,3,807,849,0,41,"1,697"
Weston,-,1,"1,171",640,0,60,"1,871"
Weston,-,2,963,629,3,53,"1,648"
Weston,-,3,835,588,5,46,"1,474"
Weston,-,4,884,705,1,50,"1,640"
Westport,-,A,847,"1,099",4,70,"2,020"
Westport,-,B,"1,131","1,179",2,64,"2,376"
Westport,-,C,779,"1,153",4,76,"2,012"
Westport,-,D,882,"1,074",0,80,"2,036"
Westport,-,E,"1,186","1,204",0,75,"2,465"
Westwood,-,1,"1,216",805,2,49,"2,072"
Westwood,-,2,"1,162",875,1,90,"2,128"
Westwood,-,3,"1,083",772,2,58,"1,915"
Westwood,-,4,909,938,2,57,"1,906"
Westwood,-,5,"1,173",931,4,77,"2,185"
Weymouth,-,1,893,832,4,52,"1,781"
Weymouth,-,2,"1,058",936,3,41,"2,038"
Weymouth,-,3,941,"1,040",10,38,"2,029"
Weymouth,-,4,887,777,3,27,"1,694"
Weymouth,-,5,985,668,6,38,"1,697"
Weymouth,-,6,"1,068",925,5,37,"2,035"
Weymouth,-,7,769,740,3,28,"1,540"
Weymouth,-,8,888,765,9,41,"1,703"
Weymouth,-,9,632,582,2,17,"1,233"
Weymouth,-,9A,251,236,1,19,507
Weymouth,-,10,780,671,4,31,"1,486"
Weymouth,-,11,802,643,4,25,"1,474"
Weymouth,-,12,950,"1,006",3,43,"2,002"
Weymouth,-,13,670,512,2,29,"1,213"
Weymouth,-,14,"1,120",903,3,48,"2,074"
Weymouth,-,15,926,995,4,42,"1,967"
Weymouth,-,16,"1,124","1,075",4,64,"2,267"
Weymouth,-,17,778,684,7,27,"1,496"
Weymouth,-,18,941,583,0,41,"1,565"
Whately,-,1,683,397,0,14,"1,094"
Whitman,-,1,"1,081","1,231",3,61,"2,376"
Whitman,-,2,861,"1,133",9,49,"2,052"
Whitman,-,3,938,"1,186",5,38,"2,167"
Whitman,-,4,958,"1,102",11,57,"2,128"
Wilbraham,-,A,"1,189","1,104",5,48,"2,346"
Wilbraham,-,B,"1,065","1,106",2,47,"2,220"
Wilbraham,-,C,"1,067","1,194",5,51,"2,317"
Wilbraham,-,D,"1,092","1,275",6,49,"2,422"
Williamsburg,-,1,"1,380",412,0,41,"1,833"
Williamstown,-,1,"1,223",259,2,28,"1,512"
Williamstown,-,2,372,51,1,15,439
Williamstown,-,3,"1,374",279,5,33,"1,691"
Wilmington,-,1,"1,176","1,193",0,68,"2,437"
Wilmington,-,2,"1,099","1,219",5,73,"2,396"
Wilmington,-,3,"1,070","1,180",1,63,"2,314"
Wilmington,-,4,"1,174","1,257",1,57,"2,489"
Wilmington,-,5,"1,094","1,103",3,65,"2,265"
Wilmington,-,6,"1,117","1,309",5,68,"2,499"
Winchendon,-,1,623,985,5,44,"1,657"
Winchendon,-,2,712,"1,051",5,26,"1,794"
Winchendon,-,3,713,"1,052",2,48,"1,815"
Winchester,-,1,"1,132",540,3,47,"1,722"
Winchester,-,2,913,445,3,51,"1,412"
Winchester,-,3,"1,253",522,4,64,"1,843"
Winchester,-,4,"1,059",630,5,79,"1,773"
Winchester,-,5,964,693,4,79,"1,740"
Winchester,-,6,"1,006",675,5,72,"1,758"
Winchester,-,7,"1,053",649,3,57,"1,762"
Winchester,-,8,837,492,4,53,"1,386"
Windsor,-,1,327,222,0,12,561
Winthrop,-,1,807,790,0,50,"1,647"
Winthrop,-,2,762,848,3,47,"1,660"
Winthrop,-,3,918,628,4,38,"1,588"
Winthrop,-,4,660,502,4,44,"1,210"
Winthrop,-,5,896,818,0,54,"1,768"
Winthrop,-,6,912,610,4,52,"1,578"
Woburn,1,1,771,503,1,64,"1,339"
Woburn,1,2,809,543,2,54,"1,408"
Woburn,1,2A,54,26,0,7,87
Woburn,2,1,893,748,2,55,"1,698"
Woburn,2,2,797,494,1,58,"1,350"
Woburn,3,1,875,616,1,71,"1,563"
Woburn,3,2,854,951,3,62,"1,870"
Woburn,4,1,816,828,0,69,"1,713"
Woburn,4,2,772,576,2,48,"1,398"
Woburn,5,1,946,582,0,57,"1,585"
Woburn,5,2,826,643,1,41,"1,511"
Woburn,6,1,603,412,2,39,"1,056"
Woburn,6,2,863,708,1,61,"1,633"
Woburn,7,1,883,868,2,74,"1,827"
Woburn,7,2,"1,023",930,0,77,"2,030"
Worcester,1,1,577,284,7,26,894
Worcester,1,2,"1,230",847,8,53,"2,138"
Worcester,1,3,681,420,1,29,"1,131"
Worcester,1,4,"1,240",563,1,64,"1,868"
Worcester,1,5,913,586,7,36,"1,542"
Worcester,1,6,"1,200",847,3,59,"2,109"
Worcester,2,1,"1,122",658,6,49,"1,835"
Worcester,2,2,887,586,3,33,"1,509"
Worcester,2,3,951,580,4,52,"1,587"
Worcester,2,4,815,285,2,44,"1,146"
Worcester,2,5,644,257,4,49,954
Worcester,2,6,815,450,3,33,"1,301"
Worcester,2,6A,0,0,0,0,0
Worcester,3,1,450,195,4,28,677
Worcester,3,2,336,117,4,24,481
Worcester,3,3,827,531,6,42,"1,406"
Worcester,3,3A,0,0,0,0,0
Worcester,3,4,517,162,3,29,711
Worcester,3,5,805,340,7,45,"1,197"
Worcester,3,5A,0,0,0,0,0
Worcester,3,6,809,388,3,33,"1,233"
Worcester,4,1,353,156,2,21,532
Worcester,4,2,326,161,3,22,512
Worcester,4,2A,193,99,1,14,307
Worcester,4,2B,0,0,0,0,0
Worcester,4,3,477,149,6,15,647
Worcester,4,4,689,385,2,30,"1,106"
Worcester,4,5,743,437,4,39,"1,223"
Worcester,4,6,696,487,3,31,"1,217"
Worcester,5,1,497,204,2,25,728
Worcester,5,2,778,517,8,36,"1,339"
Worcester,5,3,931,750,3,42,"1,726"
Worcester,5,4,899,557,6,31,"1,493"
Worcester,5,5,838,592,6,43,"1,479"
Worcester,5,6,718,445,1,30,"1,194"
Worcester,6,1,330,124,1,16,471
Worcester,6,2,483,228,3,16,730
Worcester,6,3,418,223,1,16,658
Worcester,6,4,98,48,0,3,149
Worcester,6,5,557,354,2,30,943
Worcester,6,6,847,541,2,45,"1,435"
Worcester,7,1,850,430,10,38,"1,328"
Worcester,7,2,753,436,3,40,"1,232"
Worcester,7,3,590,288,4,22,904
