City/Town,Ward,Pct,"Deborah B. Goldberg","Keiko M. Orrall","Jamie M. Guerin","All Others",Blanks,"Total Votes Cast"
Sheffield,-,1,"1,093",372,80,0,73,"1,618"
Shelburne,-,1,709,179,85,0,49,"1,022"
Sherborn,-,1,"1,609",603,49,0,151,"2,412"
Shirley,-,1,"1,590",986,102,0,130,"2,808"
Shrewsbury,-,1,"1,180",612,53,0,134,"1,979"
Shrewsbury,-,2,934,440,40,0,103,"1,517"
Shrewsbury,-,3,764,390,35,0,80,"1,269"
Shrewsbury,-,4,937,511,39,0,77,"1,564"
Shrewsbury,-,5,943,415,32,0,99,"1,489"
Shrewsbury,-,6,"1,106",494,46,0,104,"1,750"
Shrewsbury,-,7,"1,169",663,49,0,144,"2,025"
Shrewsbury,-,8,"1,155",602,35,0,174,"1,966"
Shrewsbury,-,9,729,334,25,0,44,"1,132"
Shrewsbury,-,10,"1,034",452,33,0,113,"1,632"
Shutesbury,-,1,885,105,124,0,33,"1,147"
Somerset,-,1,905,577,26,0,58,"1,566"
Somerset,-,2,939,591,36,0,63,"1,629"
Somerset,-,3,991,514,37,0,80,"1,622"
Somerset,-,4,834,512,34,0,40,"1,420"
Somerset,-,5,724,515,27,0,55,"1,321"
Somerville,1,1,830,128,64,0,54,"1,076"
Somerville,1,2,"1,309",218,75,2,69,"1,673"
Somerville,1,3,880,128,44,4,47,"1,103"
Somerville,2,1,"1,391",106,99,1,61,"1,658"
Somerville,2,2,"1,662",114,119,4,62,"1,961"
Somerville,2,3,"1,563",150,102,1,74,"1,890"
Somerville,3,1,"1,411",105,111,2,55,"1,684"
Somerville,3,2,"1,423",136,93,1,67,"1,720"
Somerville,3,3,"1,716",162,113,2,66,"2,059"
Somerville,4,1,787,172,33,3,62,"1,057"
Somerville,4,2,"1,055",98,78,2,64,"1,297"
Somerville,4,3,"1,290",135,76,0,54,"1,555"
Somerville,5,1,"1,466",160,100,3,78,"1,807"
Somerville,5,2,"1,700",163,104,0,89,"2,056"
Somerville,5,3,"1,780",173,107,2,83,"2,145"
Somerville,6,1,"1,935",143,117,3,89,"2,287"
Somerville,6,2,"1,750",168,98,2,101,"2,119"
Somerville,6,3,958,88,56,0,41,"1,143"
Somerville,7,1,"1,748",151,79,1,83,"2,062"
Somerville,7,2,"1,330",107,68,1,59,"1,565"
Somerville,7,3,"1,304",208,84,1,82,"1,679"
"S. Hadley",-,A,"1,009",402,82,0,80,"1,573"
"S. Hadley",-,B,"1,127",448,81,0,97,"1,753"
"S. Hadley",-,C,"1,029",490,88,1,72,"1,680"
"S. Hadley",-,D,747,236,49,1,38,"1,071"
"S. Hadley",-,E,"1,047",513,103,2,95,"1,760"
Southampton,-,1,"1,740","1,173",178,0,173,"3,264"
Southborough,-,1,"1,143",511,49,0,87,"1,790"
Southborough,-,2,"1,020",532,40,0,67,"1,659"
Southborough,-,3,"1,081",547,33,0,69,"1,730"
Southbridge,-,1,571,277,45,2,59,954
Southbridge,-,2,486,224,40,0,42,792
Southbridge,-,3,545,358,47,0,41,991
Southbridge,-,4,718,475,66,0,81,"1,340"
Southbridge,-,5,434,149,33,0,34,650
Southwick,-,1,601,825,65,0,100,"1,591"
Southwick,-,2,564,566,74,0,72,"1,276"
Southwick,-,3,647,655,63,1,78,"1,444"
Spencer,-,1,591,439,47,1,44,"1,122"
Spencer,-,2,521,407,49,0,57,"1,034"
Spencer,-,3,582,532,58,0,39,"1,211"
Spencer,-,4,626,467,51,0,57,"1,201"
Springfield,1,A,257,21,15,0,46,339
Springfield,1,B,389,36,21,2,48,496
Springfield,1,C,217,34,14,1,34,300
Springfield,1,D,339,39,20,0,33,431
Springfield,1,E,391,31,28,0,35,485
Springfield,1,F,305,27,16,3,51,402
Springfield,1,G,338,43,27,1,29,438
Springfield,1,H,341,27,24,0,35,427
Springfield,2,A,313,53,22,2,25,415
Springfield,2,B,607,140,46,1,43,837
Springfield,2,C,344,70,32,0,21,467
Springfield,2,D,507,111,40,0,30,688
Springfield,2,E,483,136,48,2,36,705
Springfield,2,F,486,116,33,1,36,672
Springfield,2,G,556,182,53,2,44,837
Springfield,2,H,487,133,48,1,25,694
Springfield,3,A,263,45,19,1,23,351
Springfield,3,B,277,19,16,0,20,332
Springfield,3,C,201,22,9,0,25,257
Springfield,3,D,281,28,20,1,18,348
Springfield,3,E,226,25,21,0,23,295
Springfield,3,F,250,48,11,1,21,331
Springfield,3,G,199,38,11,0,10,258
Springfield,3,H,284,52,20,0,28,384
Springfield,4,A,475,49,32,4,22,582
Springfield,4,B,415,31,28,1,36,511
Springfield,4,C,327,10,20,1,27,385
Springfield,4,D,343,22,13,2,23,403
Springfield,4,E,290,18,22,0,19,349
Springfield,4,F,138,11,10,0,9,168
Springfield,4,G,473,34,28,1,42,578
Springfield,4,H,406,16,15,2,32,471
Springfield,5,A,441,30,27,1,39,538
Springfield,5,B,545,99,35,1,29,709
Springfield,5,C,415,108,23,0,30,576
Springfield,5,D,592,222,43,1,56,914
Springfield,5,E,624,100,36,1,47,808
Springfield,5,F,593,156,36,1,55,841
Springfield,5,G,614,274,59,1,65,"1,013"
Springfield,5,H,499,190,43,4,40,776
Springfield,6,A,382,70,26,2,26,506
Springfield,6,B,551,154,41,0,47,793
Springfield,6,C,438,137,29,0,32,636
Springfield,6,D,602,252,53,1,52,960
Springfield,6,E,318,61,28,2,20,429
Springfield,6,F,407,54,41,1,20,523
Springfield,6,G,443,108,33,0,23,607
Springfield,6,H,596,183,36,2,36,853
Springfield,7,A,559,188,50,1,55,853
Springfield,7,B,761,214,60,1,73,"1,109"
Springfield,7,C,673,227,61,2,84,"1,047"
Springfield,7,D,562,232,51,0,74,919
Springfield,7,E,453,93,27,0,34,607
Springfield,7,F,647,257,50,3,66,"1,023"
Springfield,7,G,667,316,57,1,61,"1,102"
Springfield,7,H,317,113,30,1,34,495
Springfield,8,A,434,141,44,2,33,654
Springfield,8,B,456,114,36,3,43,652
Springfield,8,C,488,79,33,2,33,635
Springfield,8,D,271,63,26,0,19,379
Springfield,8,E,280,66,31,0,24,401
Springfield,8,F,459,138,46,1,22,666
Springfield,8,G,500,159,35,0,48,742
Springfield,8,H,436,97,28,2,34,597
Sterling,-,1,"1,046",858,71,0,102,"2,077"
Sterling,-,2,"1,097",970,64,2,122,"2,255"
Stockbridge,-,1,822,185,50,0,73,"1,130"
Stoneham,-,1,955,413,37,0,85,"1,490"
Stoneham,-,2,"1,097",432,35,0,103,"1,667"
Stoneham,-,3,"1,108",552,36,0,140,"1,836"
Stoneham,-,4,835,483,37,0,86,"1,441"
Stoneham,-,5,910,502,42,0,123,"1,577"
Stoneham,-,6,959,509,40,0,127,"1,635"
Stoneham,-,7,916,453,48,0,89,"1,506"
Stoughton,-,1,"1,068",420,50,0,88,"1,626"
Stoughton,-,2,916,369,41,0,79,"1,405"
Stoughton,-,3,958,436,31,0,70,"1,495"
Stoughton,-,4,"1,043",574,35,0,112,"1,764"
Stoughton,-,5,771,386,27,0,62,"1,246"
Stoughton,-,6,878,379,27,0,67,"1,351"
Stoughton,-,7,838,309,26,0,68,"1,241"
Stoughton,-,8,709,283,26,3,67,"1,088"
Stow,-,1,"1,380",572,65,0,87,"2,104"
Stow,-,2,"1,275",515,69,0,106,"1,965"
Sturbridge,-,1,837,579,55,3,57,"1,531"
Sturbridge,-,2,858,705,64,0,57,"1,684"
Sturbridge,-,3,788,537,57,0,57,"1,439"
Sudbury,-,1,"1,006",335,31,0,81,"1,453"
Sudbury,-,1A,328,128,14,0,38,508
Sudbury,-,2,"1,260",437,43,0,83,"1,823"
Sudbury,-,3,"1,329",541,42,1,98,"2,011"
Sudbury,-,4,"1,405",450,37,0,94,"1,986"
Sudbury,-,5,"1,266",460,41,1,97,"1,865"
Sunderland,-,1,"1,138",261,111,1,87,"1,598"
Sutton,-,1,805,750,41,0,109,"1,705"
Sutton,-,2,686,710,61,0,86,"1,543"
Sutton,-,3,735,573,45,1,96,"1,450"
Swampscott,-,1,787,316,28,0,83,"1,214"
Swampscott,-,2,983,295,28,0,81,"1,387"
Swampscott,-,3,808,254,37,0,49,"1,148"
Swampscott,-,4,968,300,52,0,85,"1,405"
Swampscott,-,5,857,314,30,0,90,"1,291"
Swampscott,-,6,"1,007",329,27,0,85,"1,448"
Swansea,-,1,692,617,24,1,62,"1,396"
Swansea,-,2,734,468,34,0,61,"1,297"
Swansea,-,3,697,465,35,2,46,"1,245"
Swansea,-,4,713,543,30,0,80,"1,366"
Swansea,-,5,657,593,22,1,81,"1,354"
Taunton,1,A,549,308,26,1,66,950
Taunton,1,B,670,545,31,1,87,"1,334"
Taunton,2,A,387,167,20,0,26,600
Taunton,2,B,493,258,26,0,44,821
Taunton,3,A,579,348,31,0,90,"1,048"
Taunton,3,B,698,539,23,0,65,"1,325"
Taunton,4,A,569,667,37,0,44,"1,317"
Taunton,4,B,609,543,23,2,52,"1,229"
Taunton,5,A,519,301,29,1,51,901
Taunton,5,B,543,245,28,1,52,869
Taunton,6,A,423,235,19,0,45,722
Taunton,6,B,659,371,21,2,67,"1,120"
Taunton,7,A,747,527,22,0,92,"1,388"
Taunton,7,B,676,664,27,1,93,"1,461"
Taunton,8,A,724,582,16,0,80,"1,402"
Taunton,8,B,797,640,29,3,94,"1,563"
Templeton,-,A,570,527,49,0,39,"1,185"
Templeton,-,B,545,440,45,3,55,"1,088"
Templeton,-,C,513,352,41,1,38,945
Tewksbury,-,1,891,599,34,2,87,"1,613"
Tewksbury,-,1A,971,673,51,3,112,"1,810"
Tewksbury,-,2,954,611,30,1,91,"1,687"
Tewksbury,-,2A,840,569,28,0,73,"1,510"
Tewksbury,-,3,"1,062",771,45,1,104,"1,983"
Tewksbury,-,3A,"1,158",749,29,1,130,"2,067"
Tewksbury,-,4,"1,051",655,49,1,88,"1,844"
Tewksbury,-,4A,"1,060",615,33,1,114,"1,823"
Tisbury,-,1,"1,706",410,114,1,87,"2,318"
Tolland,-,1,113,133,8,0,7,261
Topsfield,-,1,"2,005","1,302",83,0,224,"3,614"
Townsend,-,1,627,606,39,0,63,"1,335"
Townsend,-,2,673,573,37,0,59,"1,342"
Townsend,-,3,720,537,48,0,55,"1,360"
Truro,-,1,"1,089",278,45,0,41,"1,453"
Tyngsborough,-,1,702,502,39,0,60,"1,303"
Tyngsborough,-,2,699,535,33,0,64,"1,331"
Tyngsborough,-,3,761,489,40,0,79,"1,369"
Tyngsborough,-,4,789,574,32,0,91,"1,486"
Tyringham,-,1,192,44,8,0,17,261
Upton,-,1,"1,180",692,80,0,115,"2,067"
Upton,-,2,"1,059",684,56,0,126,"1,925"
Uxbridge,-,1,815,694,41,0,85,"1,635"
Uxbridge,-,2,783,541,53,0,91,"1,468"
Uxbridge,-,3,707,637,40,0,74,"1,458"
Uxbridge,-,4,835,637,52,0,94,"1,618"
Wakefield,-,1,"1,158",645,36,0,156,"1,995"
Wakefield,-,2,967,494,36,1,98,"1,596"
Wakefield,-,3,"1,082",549,51,1,128,"1,811"
Wakefield,-,4,"1,079",529,45,0,124,"1,777"
Wakefield,-,5,"1,218",555,47,2,137,"1,959"
Wakefield,-,6,"1,181",535,58,1,139,"1,914"
Wakefield,-,7,"1,089",574,57,0,131,"1,851"
Wales,-,1,355,375,46,2,30,808
Walpole,-,1,884,486,34,0,75,"1,479"
Walpole,-,2,906,579,28,1,107,"1,621"
Walpole,-,3,949,535,45,0,121,"1,650"
Walpole,-,4,915,435,24,0,89,"1,463"
Walpole,-,5,725,508,20,0,87,"1,340"
Walpole,-,6,902,557,43,0,92,"1,594"
Walpole,-,7,904,575,30,1,101,"1,611"
Walpole,-,8,796,633,30,1,98,"1,558"
Waltham,1,1,"1,055",389,40,0,99,"1,583"
Waltham,1,2,"1,052",468,37,0,134,"1,691"
Waltham,2,1,"1,057",388,54,0,98,"1,597"
Waltham,2,2,844,200,27,0,51,"1,122"
Waltham,3,1,"1,017",557,47,0,122,"1,743"
Waltham,3,2,"1,026",413,50,3,92,"1,584"
Waltham,4,1,"1,073",427,56,0,125,"1,681"
Waltham,4,2,240,104,15,0,24,383
Waltham,5,1,"1,056",276,55,0,92,"1,479"
Waltham,5,2,899,201,55,0,51,"1,206"
Waltham,6,1,942,235,59,2,78,"1,316"
Waltham,6,2,561,153,29,0,39,782
Waltham,7,1,955,337,44,0,91,"1,427"
Waltham,7,2,371,73,18,0,30,492
Waltham,8,1,871,169,60,1,55,"1,156"
Waltham,8,2,968,208,50,2,68,"1,296"
Waltham,9,1,684,134,33,0,52,903
Waltham,9,2,701,138,53,2,43,937
Ware,-,A,529,271,67,0,40,907
Ware,-,B,551,410,62,0,47,"1,070"
Ware,-,C,772,556,83,0,83,"1,494"
Wareham,-,1,833,589,49,3,69,"1,543"
Wareham,-,2,911,566,46,2,79,"1,604"
Wareham,-,3,905,630,42,2,73,"1,652"
Wareham,-,4,787,640,34,1,71,"1,533"
Wareham,-,5,880,717,50,2,77,"1,726"
Wareham,-,6,744,605,44,0,52,"1,445"
Warren,-,A,661,598,66,0,68,"1,393"
Warren,-,B,263,179,26,0,21,489
Warwick,-,1,273,105,27,0,13,418
Washington,-,1,208,74,9,0,9,300
Watertown,-,1,780,193,57,2,61,"1,093"
Watertown,-,2,883,195,57,0,49,"1,184"
Watertown,-,3,"1,120",196,67,1,55,"1,439"
Watertown,-,4,"1,190",197,70,1,55,"1,513"
Watertown,-,5,"1,079",173,59,0,62,"1,373"
Watertown,-,6,958,182,43,1,46,"1,230"
Watertown,-,7,"1,076",264,47,0,70,"1,457"
Watertown,-,8,"1,126",276,48,0,75,"1,525"
Watertown,-,9,835,177,47,0,46,"1,105"
Watertown,-,10,"1,252",361,50,2,84,"1,749"
Watertown,-,11,826,278,46,1,59,"1,210"
Watertown,-,12,818,217,32,0,56,"1,123"
Wayland,-,1,"1,352",402,45,0,127,"1,926"
Wayland,-,2,"1,285",369,58,0,107,"1,819"
Wayland,-,3,"1,306",335,45,0,84,"1,770"
Wayland,-,4,"1,398",465,31,0,141,"2,035"
Webster,-,1,509,349,48,1,44,951
Webster,-,2,384,193,32,0,23,632
Webster,-,3,541,391,43,1,35,"1,011"
Webster,-,4,787,744,60,2,84,"1,677"
Webster,-,5,701,435,48,1,48,"1,233"
Wellesley,-,A,"1,251",413,37,1,120,"1,822"
Wellesley,-,B,"1,394",451,44,0,101,"1,990"
Wellesley,-,C,"1,032",652,20,3,116,"1,823"
Wellesley,-,D,"1,430",422,38,1,124,"2,015"
Wellesley,-,E,"1,140",409,28,0,91,"1,668"
Wellesley,-,F,774,287,21,1,45,"1,128"
Wellesley,-,G,726,166,28,0,49,969
Wellesley,-,H,"1,164",470,26,1,106,"1,767"
Wellfleet,-,1,"1,502",377,97,3,47,"2,026"
Wendell,-,1,382,58,52,0,17,509
Wenham,-,1,"1,263",714,39,0,116,"2,132"
"W. Boylston",-,1,909,542,37,1,99,"1,588"
"W. Boylston",-,2,"1,215",775,78,2,136,"2,206"
"W. Bridgewater",-,1,844,799,38,0,107,"1,788"
"W. Bridgewater",-,2,788,771,25,1,103,"1,688"
"W. Brookfield",-,1,903,718,71,0,67,"1,759"
"W. Newbury",-,1,"1,543",865,73,0,164,"2,645"
"W. Springfield",-,1,321,145,25,0,14,505
"W. Springfield",-,2,439,198,47,0,29,713
"W. Springfield",-,3,588,378,53,0,48,"1,067"
"W. Springfield",-,4,704,380,78,0,84,"1,246"
"W. Springfield",-,5,907,660,78,0,138,"1,783"
"W. Springfield",-,6,830,577,73,1,120,"1,601"
"W. Springfield",-,7,827,680,76,1,121,"1,705"
"W. Springfield",-,8,548,329,54,0,56,987
"W. Stockbridge",-,1,619,106,44,0,44,813
"W. Tisbury",-,1,"1,461",277,107,0,75,"1,920"
Westborough,-,1,765,273,27,2,47,"1,114"
Westborough,-,2,783,330,29,1,15,"1,158"
Westborough,-,3,"1,105",440,63,0,12,"1,620"
Westborough,-,4,"1,421",611,47,0,39,"2,118"
Westborough,-,5,"1,243",640,38,0,35,"1,956"
Westfield,1,A,781,652,69,0,98,"1,600"
Westfield,1,B,700,537,83,1,90,"1,411"
Westfield,2,A,398,215,55,0,40,708
Westfield,2,B,572,351,62,0,67,"1,052"
Westfield,3,A,393,210,64,3,38,708
Westfield,3,B,681,435,73,1,82,"1,272"
Westfield,4,A,318,211,27,0,54,610
Westfield,4,B,918,679,82,0,114,"1,793"
Westfield,5,A,819,688,87,0,107,"1,701"
Westfield,5,B,772,711,64,0,94,"1,641"
Westfield,6,A,701,586,78,1,79,"1,445"
Westfield,6,B,547,477,65,0,56,"1,145"
Westford,-,1,"1,252",705,49,2,104,"2,112"
Westford,-,2,"1,298",580,61,0,102,"2,041"
Westford,-,3,"1,213",652,64,0,107,"2,036"
Westford,-,4,"1,250",586,48,2,95,"1,981"
Westford,-,5,"1,206",554,47,1,105,"1,913"
Westford,-,6,"1,073",572,49,1,86,"1,781"
Westhampton,-,1,628,268,67,0,44,"1,007"
Westminster,-,1,"1,058",767,69,0,88,"1,982"
Westminster,-,2,"1,012",782,64,0,106,"1,964"
Weston,-,1,959,420,36,3,76,"1,494"
Weston,-,2,856,397,29,0,64,"1,346"
Weston,-,3,823,399,28,0,67,"1,317"
Weston,-,4,907,410,29,2,63,"1,411"
Westport,-,A,690,522,31,0,77,"1,320"
Westport,-,B,937,688,57,0,105,"1,787"
Westport,-,C,649,473,31,0,56,"1,209"
Westport,-,D,671,453,30,0,83,"1,237"
Westport,-,E,927,641,35,0,105,"1,708"
Westwood,-,1,"1,333",606,54,0,115,"2,108"
Westwood,-,2,"1,337",645,41,1,121,"2,145"
Westwood,-,3,"1,263",649,42,2,148,"2,104"
Westwood,-,4,"1,112",667,42,1,112,"1,934"
Weymouth,-,1,833,404,37,0,53,"1,327"
Weymouth,-,2,930,497,35,1,85,"1,548"
Weymouth,-,3,920,503,42,0,85,"1,550"
Weymouth,-,4,866,442,24,1,74,"1,407"
Weymouth,-,5,732,284,36,0,48,"1,100"
Weymouth,-,6,987,431,34,1,69,"1,522"
Weymouth,-,7,787,396,30,0,61,"1,274"
Weymouth,-,8,913,385,43,0,63,"1,404"
Weymouth,-,9,936,502,30,1,69,"1,538"
Weymouth,-,10,648,266,36,1,40,991
Weymouth,-,11,825,418,39,0,62,"1,344"
Weymouth,-,12,870,489,36,1,77,"1,473"
Weymouth,-,13,617,279,23,0,43,962
Weymouth,-,14,769,310,26,1,53,"1,159"
Weymouth,-,15,967,444,28,0,79,"1,518"
Weymouth,-,16,986,520,34,4,106,"1,650"
Weymouth,-,17,687,321,32,0,44,"1,084"
Weymouth,-,18,"1,214",663,34,4,115,"2,030"
Whately,-,1,596,217,53,0,31,897
Whitman,-,1,"1,030",691,45,1,113,"1,880"
Whitman,-,2,831,627,46,2,88,"1,594"
Whitman,-,3,905,661,47,2,82,"1,697"
Whitman,-,4,874,587,45,0,100,"1,606"
Wilbraham,-,A,967,660,68,0,83,"1,778"
Wilbraham,-,B,904,649,88,1,91,"1,733"
Wilbraham,-,C,864,670,72,1,106,"1,713"
Wilbraham,-,D,973,699,83,1,127,"1,883"
Williamsburg,-,1,"1,098",238,159,0,62,"1,557"
Williamstown,-,1,"1,069",193,48,0,58,"1,368"
Williamstown,-,2,430,39,43,0,16,528
Williamstown,-,3,"1,046",147,65,0,50,"1,308"
Wilmington,-,1,"1,072",607,41,1,125,"1,846"
Wilmington,-,2,"1,005",632,37,0,146,"1,820"
Wilmington,-,3,966,679,34,2,104,"1,785"
Wilmington,-,4,"1,078",717,61,2,125,"1,983"
Wilmington,-,5,"1,133",655,48,2,120,"1,958"
Wilmington,-,6,"1,036",710,40,1,115,"1,902"
Winchendon,-,1,428,376,24,0,22,850
Winchendon,-,1A,146,106,8,0,12,272
Winchendon,-,2,621,539,39,0,42,"1,241"
Winchendon,-,3,619,509,43,0,49,"1,220"
Winchester,-,1,954,335,48,0,91,"1,428"
Winchester,-,2,825,315,44,0,69,"1,253"
Winchester,-,3,"1,114",318,51,0,119,"1,602"
Winchester,-,4,975,411,30,0,125,"1,541"
Winchester,-,5,877,495,36,0,100,"1,508"
Winchester,-,6,810,451,24,0,94,"1,379"
Winchester,-,7,935,444,35,0,121,"1,535"
Winchester,-,8,672,288,31,0,82,"1,073"
Windsor,-,1,299,111,21,0,26,457
Winthrop,-,1,811,405,48,1,99,"1,364"
Winthrop,-,2,785,366,38,0,71,"1,260"
Winthrop,-,3,864,313,41,3,71,"1,292"
Winthrop,-,4,726,336,21,0,59,"1,142"
Winthrop,-,5,871,360,29,2,124,"1,386"
Winthrop,-,6,856,315,41,2,45,"1,259"
Woburn,1,1,680,256,21,0,62,"1,019"
Woburn,1,2,763,353,38,0,86,"1,240"
Woburn,2,1,747,329,35,0,80,"1,191"
Woburn,2,2,592,186,35,0,47,860
Woburn,3,1,665,359,31,0,79,"1,134"
Woburn,3,2,893,468,42,0,118,"1,521"
Woburn,4,1,820,467,38,0,111,"1,436"
Woburn,4,2,687,312,35,0,59,"1,093"
Woburn,5,1,869,336,41,0,79,"1,325"
Woburn,5,2,836,389,36,1,79,"1,341"
Woburn,6,1,454,203,19,0,39,715
Woburn,6,2,696,406,33,0,84,"1,219"
Woburn,7,1,826,549,37,1,118,"1,531"
Woburn,7,2,749,451,24,0,85,"1,309"
Worcester,1,1,"1,144",472,69,0,82,"1,767"
Worcester,1,2,"1,185",492,55,1,95,"1,828"
Worcester,1,3,673,318,31,1,47,"1,070"
Worcester,1,4,"1,265",376,90,0,77,"1,808"
Worcester,1,5,950,403,59,0,98,"1,510"
Worcester,2,1,"1,040",378,62,1,85,"1,566"
Worcester,2,2,"1,040",353,80,1,81,"1,555"
Worcester,2,3,900,377,48,2,79,"1,406"
Worcester,2,4,865,149,32,1,44,"1,091"
Worcester,2,5,366,62,16,0,20,464
Worcester,3,1,721,225,58,1,43,"1,048"
Worcester,3,2,265,53,20,0,13,351
Worcester,3,3,658,203,49,0,30,940
Worcester,3,4,456,91,27,0,16,590
Worcester,3,5,706,240,65,0,34,"1,045"
Worcester,4,1,457,91,34,3,29,614
Worcester,4,2,571,226,40,2,50,889
Worcester,4,3,454,53,27,1,23,558
Worcester,4,4,628,234,32,1,35,930
Worcester,4,5,819,269,54,1,61,"1,204"
Worcester,5,1,521,115,31,1,39,707
Worcester,5,2,837,267,41,2,48,"1,195"
Worcester,5,3,915,429,77,0,60,"1,481"
Worcester,5,4,855,370,47,0,68,"1,340"
Worcester,5,5,823,333,43,2,58,"1,259"
Worcester,6,1,361,61,17,0,14,453
Worcester,6,2,529,106,26,0,27,688
Worcester,6,3,558,146,36,1,34,775
Worcester,6,4,303,95,16,0,15,429
Worcester,6,5,701,283,31,1,41,"1,057"
Worcester,7,1,890,259,56,0,69,"1,274"
Worcester,7,2,571,161,39,2,34,807
Worcester,7,3,783,280,39,0,57,"1,159"
Worcester,7,4,733,291,51,1,45,"1,121"
Worcester,7,5,785,323,57,2,68,"1,235"
Worcester,8,1,345,88,17,0,16,466
Worcester,8,2,369,74,16,0,16,475
Worcester,8,3,367,40,45,0,22,474
Worcester,8,4,507,124,30,0,27,688
Worcester,8,5,432,130,33,0,25,620
Worcester,9,1,898,220,54,2,81,"1,255"
Worcester,9,2,"1,139",288,62,0,69,"1,558"
Worcester,9,3,718,263,43,0,57,"1,081"
Worcester,9,4,"1,046",370,66,0,83,"1,565"
Worcester,9,5,"1,035",415,43,0,73,"1,566"
Worcester,10,1,469,101,31,2,33,636
Worcester,10,2,513,77,35,0,23,648
Worcester,10,3,406,47,30,0,37,520
Worcester,10,4,367,48,26,2,25,468
Worcester,10,5,386,60,20,1,14,481
Worthington,-,1,432,183,42,0,30,687
Wrentham,-,1,928,701,52,2,99,"1,782"
Wrentham,-,2,939,853,43,5,96,"1,936"
Wrentham,-,3,"1,072",652,50,4,95,"1,873"
Yarmouth,-,1,"1,191",705,40,1,62,"1,999"
Yarmouth,-,2,"1,142",655,44,1,97,"1,939"
Yarmouth,-,3,793,477,37,0,41,"1,348"
Yarmouth,-,4,941,630,53,0,57,"1,681"
Yarmouth,-,5,827,566,40,1,52,"1,486"
Yarmouth,-,6,847,560,43,0,66,"1,516"
Yarmouth,-,7,"1,274",879,45,1,108,"2,307"
TOTALS,,,"1,761,282","749,596","92,090","1,590","148,107","2,752,665"
