City/Town,Ward,Pct,"William Francis Galvin","Anthony M. Amore","Juan G. Sanchez, Jr","All Others",Blanks,"Total Votes Cast"
Scituate,-,3,"1,193",462,51,1,46,"1,753"
Scituate,-,4,"1,191",542,44,0,62,"1,839"
Scituate,-,5,"1,177",426,52,0,61,"1,716"
Scituate,-,6,"1,146",458,52,2,51,"1,709"
Seekonk,-,1,754,561,24,2,49,"1,390"
Seekonk,-,2,"1,013",638,36,0,61,"1,748"
Seekonk,-,3,899,552,47,0,41,"1,539"
Seekonk,-,4,820,534,29,0,47,"1,430"
Sharon,-,1,"1,359",318,74,3,79,"1,833"
Sharon,-,2,"1,239",336,46,0,64,"1,685"
Sharon,-,3,"1,380",376,46,1,63,"1,866"
Sharon,-,4,"1,359",312,50,0,61,"1,782"
Sharon,-,5,"1,172",338,52,2,63,"1,627"
Sheffield,-,1,"1,132",364,72,0,50,"1,618"
Shelburne,-,1,723,159,103,0,37,"1,022"
Sherborn,-,1,"1,711",549,62,0,90,"2,412"
Shirley,-,1,"1,712",909,98,0,89,"2,808"
Shrewsbury,-,1,"1,276",561,54,0,88,"1,979"
Shrewsbury,-,2,"1,001",414,30,0,72,"1,517"
Shrewsbury,-,3,814,365,32,0,58,"1,269"
Shrewsbury,-,4,"1,004",468,34,0,58,"1,564"
Shrewsbury,-,5,"1,020",374,24,0,71,"1,489"
Shrewsbury,-,6,"1,159",466,35,0,90,"1,750"
Shrewsbury,-,7,"1,269",605,44,0,107,"2,025"
Shrewsbury,-,8,"1,262",555,36,0,113,"1,966"
Shrewsbury,-,9,793,285,19,0,35,"1,132"
Shrewsbury,-,10,"1,086",442,24,0,80,"1,632"
Shutesbury,-,1,910,89,126,1,21,"1,147"
Somerset,-,1,963,526,32,0,45,"1,566"
Somerset,-,2,"1,006",528,33,0,62,"1,629"
Somerset,-,3,"1,059",476,33,0,54,"1,622"
Somerset,-,4,867,472,35,0,46,"1,420"
Somerset,-,5,758,500,27,0,36,"1,321"
Somerville,1,1,831,124,80,1,40,"1,076"
Somerville,1,2,"1,333",190,99,3,48,"1,673"
Somerville,1,3,911,108,52,3,29,"1,103"
Somerville,2,1,"1,374",88,143,2,51,"1,658"
Somerville,2,2,"1,681",106,127,3,44,"1,961"
Somerville,2,3,"1,585",120,129,2,54,"1,890"
Somerville,3,1,"1,417",81,135,4,47,"1,684"
Somerville,3,2,"1,442",119,124,2,33,"1,720"
Somerville,3,3,"1,731",143,135,3,47,"2,059"
Somerville,4,1,808,149,54,1,45,"1,057"
Somerville,4,2,"1,057",95,94,1,50,"1,297"
Somerville,4,3,"1,303",104,106,2,40,"1,555"
Somerville,5,1,"1,475",145,122,3,62,"1,807"
Somerville,5,2,"1,728",145,124,2,57,"2,056"
Somerville,5,3,"1,783",138,155,3,66,"2,145"
Somerville,6,1,"1,964",122,146,1,54,"2,287"
Somerville,6,2,"1,774",137,131,5,72,"2,119"
Somerville,6,3,971,73,76,0,23,"1,143"
Somerville,7,1,"1,741",120,129,4,68,"2,062"
Somerville,7,2,"1,342",91,87,1,44,"1,565"
Somerville,7,3,"1,350",165,98,5,61,"1,679"
"S. Hadley",-,A,"1,054",365,99,2,53,"1,573"
"S. Hadley",-,B,"1,203",414,79,0,57,"1,753"
"S. Hadley",-,C,"1,109",450,76,2,43,"1,680"
"S. Hadley",-,D,764,214,61,0,32,"1,071"
"S. Hadley",-,E,"1,150",469,79,2,60,"1,760"
Southampton,-,1,"1,901","1,098",129,2,134,"3,264"
Southborough,-,1,"1,209",485,43,0,53,"1,790"
Southborough,-,2,"1,101",473,43,0,42,"1,659"
Southborough,-,3,"1,158",476,46,1,49,"1,730"
Southbridge,-,1,620,246,51,1,36,954
Southbridge,-,2,499,227,45,0,21,792
Southbridge,-,3,585,337,41,0,28,991
Southbridge,-,4,784,448,57,1,50,"1,340"
Southbridge,-,5,449,144,32,1,24,650
Southwick,-,1,699,782,40,1,69,"1,591"
Southwick,-,2,605,554,63,0,54,"1,276"
Southwick,-,3,709,634,47,0,54,"1,444"
Spencer,-,1,637,416,41,0,28,"1,122"
Spencer,-,2,559,393,39,1,42,"1,034"
Spencer,-,3,649,486,48,0,28,"1,211"
Spencer,-,4,673,442,52,0,34,"1,201"
Springfield,1,A,239,17,47,0,36,339
Springfield,1,B,368,29,71,0,28,496
Springfield,1,C,195,24,57,4,20,300
Springfield,1,D,305,41,64,1,20,431
Springfield,1,E,356,26,78,1,24,485
Springfield,1,F,283,20,53,2,44,402
Springfield,1,G,325,38,57,3,15,438
Springfield,1,H,334,27,35,1,30,427
Springfield,2,A,293,59,46,0,17,415
Springfield,2,B,603,136,73,0,25,837
Springfield,2,C,346,54,52,1,14,467
Springfield,2,D,522,94,52,0,20,688
Springfield,2,E,502,129,55,0,19,705
Springfield,2,F,477,94,75,0,26,672
Springfield,2,G,575,169,67,1,25,837
Springfield,2,H,502,120,52,1,19,694
Springfield,3,A,261,39,32,0,19,351
Springfield,3,B,266,24,31,0,11,332
Springfield,3,C,188,25,22,0,22,257
Springfield,3,D,262,29,44,0,13,348
Springfield,3,E,221,22,35,0,17,295
Springfield,3,F,237,49,28,0,17,331
Springfield,3,G,184,38,27,0,9,258
Springfield,3,H,275,52,39,0,18,384
Springfield,4,A,477,45,47,2,11,582
Springfield,4,B,405,30,52,1,23,511
Springfield,4,C,308,17,37,1,22,385
Springfield,4,D,327,21,32,0,23,403
Springfield,4,E,282,17,40,0,10,349
Springfield,4,F,136,10,11,1,10,168
Springfield,4,G,460,31,56,0,31,578
Springfield,4,H,395,16,34,1,25,471
Springfield,5,A,446,26,37,1,28,538
Springfield,5,B,547,95,50,0,17,709
Springfield,5,C,420,98,34,0,24,576
Springfield,5,D,635,207,44,1,27,914
Springfield,5,E,636,83,55,2,32,808
Springfield,5,F,608,145,48,0,40,841
Springfield,5,G,687,242,50,1,33,"1,013"
Springfield,5,H,540,167,44,1,24,776
Springfield,6,A,367,76,43,1,19,506
Springfield,6,B,560,145,51,0,37,793
Springfield,6,C,443,131,39,1,22,636
Springfield,6,D,652,227,50,1,30,960
Springfield,6,E,319,48,41,1,20,429
Springfield,6,F,402,56,49,3,13,523
Springfield,6,G,448,97,47,0,15,607
Springfield,6,H,594,184,51,1,23,853
Springfield,7,A,597,183,47,0,26,853
Springfield,7,B,813,207,53,0,36,"1,109"
Springfield,7,C,723,231,42,0,51,"1,047"
Springfield,7,D,602,220,55,1,41,919
Springfield,7,E,440,99,51,0,17,607
Springfield,7,F,709,234,45,1,34,"1,023"
Springfield,7,G,720,281,62,1,38,"1,102"
Springfield,7,H,341,104,25,1,24,495
Springfield,8,A,434,146,52,0,22,654
Springfield,8,B,470,103,52,1,26,652
Springfield,8,C,477,78,47,4,29,635
Springfield,8,D,265,51,48,0,15,379
Springfield,8,E,274,69,45,0,13,401
Springfield,8,F,470,135,47,2,12,666
Springfield,8,G,490,154,59,0,39,742
Springfield,8,H,437,92,45,1,22,597
Sterling,-,1,"1,176",772,68,2,59,"2,077"
Sterling,-,2,"1,238",879,59,2,77,"2,255"
Stockbridge,-,1,863,157,56,0,54,"1,130"
Stoneham,-,1,"1,033",373,33,0,51,"1,490"
Stoneham,-,2,"1,189",379,35,0,64,"1,667"
Stoneham,-,3,"1,214",496,36,0,90,"1,836"
Stoneham,-,4,945,422,23,0,51,"1,441"
Stoneham,-,5,996,460,29,0,92,"1,577"
Stoneham,-,6,"1,060",461,34,0,80,"1,635"
Stoneham,-,7,993,415,41,0,57,"1,506"
Stoughton,-,1,"1,179",347,42,0,58,"1,626"
Stoughton,-,2,985,317,49,0,54,"1,405"
Stoughton,-,3,"1,058",352,38,0,47,"1,495"
Stoughton,-,4,"1,162",491,38,1,72,"1,764"
Stoughton,-,5,862,320,30,1,33,"1,246"
Stoughton,-,6,940,331,31,0,49,"1,351"
Stoughton,-,7,904,263,31,0,43,"1,241"
Stoughton,-,8,780,227,34,1,46,"1,088"
Stow,-,1,"1,461",516,73,0,54,"2,104"
Stow,-,2,"1,365",452,77,0,71,"1,965"
Sturbridge,-,1,894,551,47,7,32,"1,531"
Sturbridge,-,2,922,672,50,0,40,"1,684"
Sturbridge,-,3,835,507,51,0,46,"1,439"
Sudbury,-,1,"1,049",311,37,5,51,"1,453"
Sudbury,-,1A,360,123,11,0,14,508
Sudbury,-,2,"1,315",394,49,1,64,"1,823"
Sudbury,-,3,"1,399",483,54,3,72,"2,011"
Sudbury,-,4,"1,459",395,54,1,77,"1,986"
Sudbury,-,5,"1,344",408,44,1,68,"1,865"
Sunderland,-,1,"1,181",251,101,3,62,"1,598"
Sutton,-,1,911,690,42,0,62,"1,705"
Sutton,-,2,790,662,36,0,55,"1,543"
Sutton,-,3,829,508,38,0,75,"1,450"
Swampscott,-,1,754,379,27,0,54,"1,214"
Swampscott,-,2,936,365,31,2,53,"1,387"
Swampscott,-,3,788,291,34,0,35,"1,148"
Swampscott,-,4,969,340,42,1,53,"1,405"
Swampscott,-,5,821,375,35,0,60,"1,291"
Swampscott,-,6,946,402,31,0,69,"1,448"
Swansea,-,1,735,586,30,1,44,"1,396"
Swansea,-,2,776,443,35,0,43,"1,297"
Swansea,-,3,737,442,22,2,42,"1,245"
Swansea,-,4,742,527,38,0,59,"1,366"
Swansea,-,5,680,589,20,0,65,"1,354"
Taunton,1,A,609,244,48,1,48,950
Taunton,1,B,791,450,34,0,59,"1,334"
Taunton,2,A,412,143,28,0,17,600
Taunton,2,B,531,226,28,0,36,821
Taunton,3,A,671,277,37,0,63,"1,048"
Taunton,3,B,849,386,26,1,63,"1,325"
Taunton,4,A,740,484,46,0,47,"1,317"
Taunton,4,B,767,361,37,1,63,"1,229"
Taunton,5,A,578,253,26,1,43,901
Taunton,5,B,595,205,31,1,37,869
Taunton,6,A,484,181,27,1,29,722
Taunton,6,B,730,301,30,1,58,"1,120"
Taunton,7,A,867,418,28,0,75,"1,388"
Taunton,7,B,806,540,36,1,78,"1,461"
Taunton,8,A,857,443,24,0,78,"1,402"
Taunton,8,B,946,510,37,3,67,"1,563"
Templeton,-,A,649,474,37,1,24,"1,185"
Templeton,-,B,596,425,30,2,35,"1,088"
Templeton,-,C,541,342,28,1,33,945
Tewksbury,-,1,994,535,28,1,55,"1,613"
Tewksbury,-,1A,"1,073",610,44,3,80,"1,810"
Tewksbury,-,2,"1,042",551,29,0,65,"1,687"
Tewksbury,-,2A,925,512,27,1,45,"1,510"
Tewksbury,-,3,"1,211",677,37,1,57,"1,983"
Tewksbury,-,3A,"1,258",711,26,1,71,"2,067"
Tewksbury,-,4,"1,142",598,32,0,72,"1,844"
Tewksbury,-,4A,"1,167",547,35,0,74,"1,823"
Tisbury,-,1,"1,757",373,125,1,62,"2,318"
Tolland,-,1,119,130,7,0,5,261
Topsfield,-,1,"2,179","1,204",68,0,163,"3,614"
Townsend,-,1,705,559,28,0,43,"1,335"
Townsend,-,2,739,522,39,0,42,"1,342"
Townsend,-,3,807,491,32,0,30,"1,360"
Truro,-,1,"1,118",251,56,0,28,"1,453"
Tyngsborough,-,1,798,440,29,0,36,"1,303"
Tyngsborough,-,2,774,490,27,0,40,"1,331"
Tyngsborough,-,3,853,429,34,0,53,"1,369"
Tyngsborough,-,4,913,504,20,0,49,"1,486"
Tyringham,-,1,199,46,3,0,13,261
Upton,-,1,"1,272",638,78,0,79,"2,067"
Upton,-,2,"1,172",616,52,0,85,"1,925"
Uxbridge,-,1,883,666,33,0,53,"1,635"
Uxbridge,-,2,873,491,50,0,54,"1,468"
Uxbridge,-,3,800,580,34,0,44,"1,458"
Uxbridge,-,4,926,592,47,0,53,"1,618"
Wakefield,-,1,"1,279",591,37,1,87,"1,995"
Wakefield,-,2,"1,054",445,36,3,58,"1,596"
Wakefield,-,3,"1,213",493,39,1,65,"1,811"
Wakefield,-,4,"1,167",488,52,0,70,"1,777"
Wakefield,-,5,"1,334",518,38,1,68,"1,959"
Wakefield,-,6,"1,308",463,60,2,81,"1,914"
Wakefield,-,7,"1,235",497,33,0,86,"1,851"
Wales,-,1,390,359,36,4,19,808
Walpole,-,1,978,419,40,0,42,"1,479"
Walpole,-,2,"1,032",479,31,2,77,"1,621"
Walpole,-,3,"1,109",431,34,0,76,"1,650"
Walpole,-,4,992,381,26,1,63,"1,463"
Walpole,-,5,832,439,23,0,46,"1,340"
Walpole,-,6,"1,034",448,46,1,65,"1,594"
Walpole,-,7,"1,024",499,34,2,52,"1,611"
Walpole,-,8,912,555,30,3,58,"1,558"
Waltham,1,1,"1,125",346,42,0,70,"1,583"
Waltham,1,2,"1,134",418,41,1,97,"1,691"
Waltham,2,1,"1,151",338,47,0,61,"1,597"
Waltham,2,2,878,183,31,0,30,"1,122"
Waltham,3,1,"1,143",486,38,0,76,"1,743"
Waltham,3,2,"1,119",357,52,3,53,"1,584"
Waltham,4,1,"1,176",378,46,0,81,"1,681"
Waltham,4,2,269,91,10,0,13,383
Waltham,5,1,"1,111",260,51,0,57,"1,479"
Waltham,5,2,914,195,61,1,35,"1,206"
Waltham,6,1,978,204,71,2,61,"1,316"
Waltham,6,2,576,146,31,0,29,782
Waltham,7,1,"1,059",271,37,0,60,"1,427"
Waltham,7,2,384,61,21,1,25,492
Waltham,8,1,889,156,68,1,42,"1,156"
Waltham,8,2,"1,000",192,57,0,47,"1,296"
Waltham,9,1,698,122,43,1,39,903
Waltham,9,2,735,121,51,1,29,937
Ware,-,A,569,261,45,0,32,907
Ware,-,B,621,384,39,0,26,"1,070"
Ware,-,C,868,522,51,1,52,"1,494"
Wareham,-,1,954,488,45,1,55,"1,543"
Wareham,-,2,"1,047",453,51,2,51,"1,604"
Wareham,-,3,"1,016",537,39,1,59,"1,652"
Wareham,-,4,936,525,31,1,40,"1,533"
Wareham,-,5,"1,029",585,56,2,54,"1,726"
Wareham,-,6,864,491,46,1,43,"1,445"
Warren,-,A,731,562,52,0,48,"1,393"
Warren,-,B,277,175,22,0,15,489
Warwick,-,1,287,91,30,0,10,418
Washington,-,1,214,72,7,0,7,300
Watertown,-,1,812,172,55,3,51,"1,093"
Watertown,-,2,916,179,59,1,29,"1,184"
Watertown,-,3,"1,147",174,81,1,36,"1,439"
Watertown,-,4,"1,217",162,94,1,39,"1,513"
Watertown,-,5,"1,098",157,82,0,36,"1,373"
Watertown,-,6,982,164,52,3,29,"1,230"
Watertown,-,7,"1,132",226,56,1,42,"1,457"
Watertown,-,8,"1,182",239,58,2,44,"1,525"
Watertown,-,9,853,161,60,0,31,"1,105"
Watertown,-,10,"1,316",332,46,0,55,"1,749"
Watertown,-,11,879,243,54,0,34,"1,210"
Watertown,-,12,861,193,31,0,38,"1,123"
Wayland,-,1,"1,424",346,58,0,98,"1,926"
Wayland,-,2,"1,355",325,64,0,75,"1,819"
Wayland,-,3,"1,338",299,57,0,76,"1,770"
Wayland,-,4,"1,454",425,41,0,115,"2,035"
Webster,-,1,562,312,46,1,30,951
Webster,-,2,408,189,20,0,15,632
Webster,-,3,575,378,30,0,28,"1,011"
Webster,-,4,880,694,38,2,63,"1,677"
Webster,-,5,748,408,46,0,31,"1,233"
Wellesley,-,A,"1,305",396,42,1,78,"1,822"
Wellesley,-,B,"1,478",381,60,0,71,"1,990"
Wellesley,-,C,"1,099",610,24,2,88,"1,823"
Wellesley,-,D,"1,490",386,56,0,83,"2,015"
Wellesley,-,E,"1,181",388,31,3,65,"1,668"
Wellesley,-,F,803,268,23,1,33,"1,128"
Wellesley,-,G,751,152,34,2,30,969
Wellesley,-,H,"1,230",426,43,2,66,"1,767"
Wellfleet,-,1,"1,542",331,117,5,31,"2,026"
Wendell,-,1,378,51,65,0,15,509
Wenham,-,1,"1,311",685,56,0,80,"2,132"
"W. Boylston",-,1,"1,013",466,43,1,65,"1,588"
"W. Boylston",-,2,"1,328",719,71,1,87,"2,206"
"W. Bridgewater",-,1,981,689,34,0,84,"1,788"
"W. Bridgewater",-,2,947,627,37,1,76,"1,688"
"W. Brookfield",-,1,"1,006",667,41,0,45,"1,759"
"W. Newbury",-,1,"1,647",801,78,0,119,"2,645"
"W. Springfield",-,1,332,138,26,0,9,505
"W. Springfield",-,2,441,185,65,0,22,713
"W. Springfield",-,3,647,343,42,0,35,"1,067"
"W. Springfield",-,4,760,361,59,0,66,"1,246"
"W. Springfield",-,5,"1,030",615,42,0,96,"1,783"
"W. Springfield",-,6,929,551,46,1,74,"1,601"
"W. Springfield",-,7,944,636,49,0,76,"1,705"
"W. Springfield",-,8,589,304,55,0,39,987
"W. Stockbridge",-,1,630,111,38,0,34,813
"W. Tisbury",-,1,"1,492",257,115,0,56,"1,920"
Westborough,-,1,765,273,27,2,47,"1,114"
Westborough,-,2,783,330,29,1,15,"1,158"
Westborough,-,3,"1,105",397,63,0,55,"1,620"
Westborough,-,4,"1,421",571,47,0,79,"2,118"
Westborough,-,5,"1,243",598,38,0,77,"1,956"
Westfield,1,A,851,616,67,0,66,"1,600"
Westfield,1,B,789,513,51,1,57,"1,411"
Westfield,2,A,419,193,67,0,29,708
Westfield,2,B,633,325,55,0,39,"1,052"
Westfield,3,A,431,192,56,1,28,708
Westfield,3,B,743,402,63,0,64,"1,272"
Westfield,4,A,355,206,19,0,30,610
Westfield,4,B,"1,041",633,59,0,60,"1,793"
Westfield,5,A,934,645,59,0,63,"1,701"
Westfield,5,B,850,670,49,0,72,"1,641"
Westfield,6,A,801,539,60,1,44,"1,445"
Westfield,6,B,611,460,41,0,33,"1,145"
Westford,-,1,"1,400",607,36,2,67,"2,112"
Westford,-,2,"1,397",518,66,1,59,"2,041"
Westford,-,3,"1,356",574,48,1,57,"2,036"
Westford,-,4,"1,405",483,39,2,52,"1,981"
Westford,-,5,"1,321",493,39,2,58,"1,913"
Westford,-,6,"1,192",502,36,1,50,"1,781"
Westhampton,-,1,676,254,50,0,27,"1,007"
Westminster,-,1,"1,161",711,60,0,50,"1,982"
Westminster,-,2,"1,120",717,56,0,71,"1,964"
Weston,-,1,"1,021",377,49,2,45,"1,494"
Weston,-,2,887,362,37,2,58,"1,346"
Weston,-,3,868,380,21,1,47,"1,317"
Weston,-,4,936,395,33,1,46,"1,411"
Westport,-,A,742,492,26,0,60,"1,320"
Westport,-,B,"1,019",637,52,0,79,"1,787"
Westport,-,C,670,455,37,0,47,"1,209"
Westport,-,D,710,427,34,0,66,"1,237"
Westport,-,E,992,591,44,0,81,"1,708"
Westwood,-,1,"1,464",532,39,0,73,"2,108"
Westwood,-,2,"1,453",574,42,0,76,"2,145"
Westwood,-,3,"1,407",541,46,0,110,"2,104"
Westwood,-,4,"1,244",552,49,0,89,"1,934"
Weymouth,-,1,894,356,45,0,32,"1,327"
Weymouth,-,2,"1,056",393,35,2,62,"1,548"
Weymouth,-,3,"1,039",415,35,1,60,"1,550"
Weymouth,-,4,970,377,22,1,37,"1,407"
Weymouth,-,5,798,239,32,1,30,"1,100"
Weymouth,-,6,"1,107",345,34,1,35,"1,522"
Weymouth,-,7,876,331,30,0,37,"1,274"
Weymouth,-,8,"1,002",334,29,1,38,"1,404"
Weymouth,-,9,"1,053",409,34,1,41,"1,538"
Weymouth,-,10,725,216,29,1,20,991
Weymouth,-,11,886,384,38,0,36,"1,344"
Weymouth,-,12,996,396,32,1,48,"1,473"
Weymouth,-,13,643,250,36,0,33,962
Weymouth,-,14,827,261,35,1,35,"1,159"
Weymouth,-,15,"1,057",381,28,0,52,"1,518"
Weymouth,-,16,"1,092",442,40,2,74,"1,650"
Weymouth,-,17,750,272,31,1,30,"1,084"
Weymouth,-,18,"1,347",572,39,3,69,"2,030"
Whately,-,1,633,204,44,0,16,897
Whitman,-,1,"1,208",555,33,1,83,"1,880"
Whitman,-,2,959,511,48,1,75,"1,594"
Whitman,-,3,"1,045",543,45,2,62,"1,697"
Whitman,-,4,"1,022",456,52,1,75,"1,606"
Wilbraham,-,A,"1,049",615,50,0,64,"1,778"
Wilbraham,-,B,"1,027",594,53,0,59,"1,733"
Wilbraham,-,C,955,644,54,1,59,"1,713"
Wilbraham,-,D,"1,075",687,48,1,72,"1,883"
Williamsburg,-,1,"1,136",231,142,0,48,"1,557"
Williamstown,-,1,"1,087",186,63,0,32,"1,368"
Williamstown,-,2,437,34,46,1,10,528
Williamstown,-,3,"1,067",140,64,0,37,"1,308"
Wilmington,-,1,"1,194",540,30,0,82,"1,846"
Wilmington,-,2,"1,147",547,38,0,88,"1,820"
Wilmington,-,3,"1,089",601,36,1,58,"1,785"
Wilmington,-,4,"1,249",620,41,1,72,"1,983"
Wilmington,-,5,"1,232",607,39,2,78,"1,958"
Wilmington,-,6,"1,173",630,31,1,67,"1,902"
Winchendon,-,1,429,375,27,0,19,850
Winchendon,-,1A,158,98,7,0,9,272
Winchendon,-,2,684,481,40,0,36,"1,241"
Winchendon,-,3,656,491,36,0,37,"1,220"
Winchester,-,1,"1,002",308,56,0,62,"1,428"
Winchester,-,2,862,296,44,0,51,"1,253"
Winchester,-,3,"1,188",285,52,0,77,"1,602"
Winchester,-,4,"1,024",396,43,0,78,"1,541"
Winchester,-,5,955,448,33,0,72,"1,508"
Winchester,-,6,887,403,20,0,69,"1,379"
Winchester,-,7,"1,005",418,34,0,78,"1,535"
Winchester,-,8,726,267,30,0,50,"1,073"
Windsor,-,1,303,113,19,0,22,457
Winthrop,-,1,868,382,41,1,72,"1,364"
Winthrop,-,2,851,329,38,0,42,"1,260"
Winthrop,-,3,915,297,42,0,38,"1,292"
Winthrop,-,4,774,305,26,0,37,"1,142"
Winthrop,-,5,948,323,45,1,69,"1,386"
Winthrop,-,6,884,313,38,1,23,"1,259"
Woburn,1,1,745,222,20,3,29,"1,019"
Woburn,1,2,811,328,35,0,66,"1,240"
Woburn,2,1,833,280,33,0,45,"1,191"
Woburn,2,2,632,167,28,0,33,860
Woburn,3,1,731,308,41,2,52,"1,134"
Woburn,3,2,"1,010",414,29,1,67,"1,521"
Woburn,4,1,921,412,32,0,71,"1,436"
Woburn,4,2,753,271,37,0,32,"1,093"
Woburn,5,1,942,295,40,1,47,"1,325"
Woburn,5,2,916,355,31,1,38,"1,341"
Woburn,6,1,508,171,16,1,19,715
Woburn,6,2,766,372,26,0,55,"1,219"
Woburn,7,1,965,474,20,0,72,"1,531"
Woburn,7,2,850,390,20,0,49,"1,309"
Worcester,1,1,"1,216",439,59,0,53,"1,767"
Worcester,1,2,"1,253",466,50,1,58,"1,828"
Worcester,1,3,692,302,34,0,42,"1,070"
Worcester,1,4,"1,273",352,104,1,78,"1,808"
Worcester,1,5,"1,037",366,58,0,49,"1,510"
Worcester,2,1,"1,091",351,57,0,67,"1,566"
Worcester,2,2,"1,103",332,66,0,54,"1,555"
Worcester,2,3,954,354,44,4,50,"1,406"
Worcester,2,4,863,157,45,1,25,"1,091"
Worcester,2,5,371,56,25,0,12,464
Worcester,3,1,753,197,63,1,34,"1,048"
Worcester,3,2,269,44,29,0,9,351
Worcester,3,3,676,190,50,0,24,940
Worcester,3,4,447,85,47,0,11,590
Worcester,3,5,743,222,60,0,20,"1,045"
Worcester,4,1,448,91,50,0,25,614
Worcester,4,2,598,217,47,1,26,889
Worcester,4,3,445,51,44,1,17,558
Worcester,4,4,635,225,39,1,30,930
Worcester,4,5,865,241,42,1,55,"1,204"
Worcester,5,1,545,104,35,0,23,707
Worcester,5,2,857,263,41,2,32,"1,195"
Worcester,5,3,982,396,59,2,42,"1,481"
Worcester,5,4,897,350,46,0,47,"1,340"
Worcester,5,5,873,310,42,1,33,"1,259"
Worcester,6,1,362,64,16,0,11,453
Worcester,6,2,537,101,35,0,15,688
Worcester,6,3,558,145,52,0,20,775
Worcester,6,4,319,82,14,1,13,429
Worcester,6,5,721,285,25,0,26,"1,057"
Worcester,7,1,916,243,72,0,43,"1,274"
Worcester,7,2,578,157,43,2,27,807
Worcester,7,3,809,271,46,0,33,"1,159"
Worcester,7,4,760,282,47,1,31,"1,121"
Worcester,7,5,843,306,42,2,42,"1,235"
Worcester,8,1,348,84,22,0,12,466
Worcester,8,2,358,69,36,1,11,475
Worcester,8,3,377,36,45,0,16,474
Worcester,8,4,505,114,45,0,24,688
Worcester,8,5,437,120,39,0,24,620
Worcester,9,1,913,209,73,1,59,"1,255"
Worcester,9,2,"1,163",272,69,1,53,"1,558"
Worcester,9,3,734,243,49,2,53,"1,081"
Worcester,9,4,"1,097",345,60,0,63,"1,565"
Worcester,9,5,"1,061",386,62,1,56,"1,566"
Worcester,10,1,466,93,51,2,24,636
Worcester,10,2,502,72,56,0,18,648
Worcester,10,3,397,51,53,0,19,520
Worcester,10,4,355,51,39,2,21,468
Worcester,10,5,396,54,21,0,10,481
Worthington,-,1,457,168,39,0,23,687
Wrentham,-,1,"1,106",577,39,2,58,"1,782"
Wrentham,-,2,"1,075",750,41,3,67,"1,936"
Wrentham,-,3,"1,226",529,41,5,72,"1,873"
Yarmouth,-,1,"1,332",591,37,1,38,"1,999"
Yarmouth,-,2,"1,275",576,32,1,55,"1,939"
Yarmouth,-,3,870,409,30,1,38,"1,348"
Yarmouth,-,4,"1,061",542,41,0,37,"1,681"
Yarmouth,-,5,899,503,40,0,44,"1,486"
Yarmouth,-,6,966,472,37,1,40,"1,516"
Yarmouth,-,7,"1,464",741,34,1,67,"2,307"
TOTALS,,,"1,877,065","671,300","100,428","1,731","102,141","2,752,665"
